stud,sex,birth,sire,dam,taxon,name,death,events
9092,M,1 Jun 1990,8516,8517,styani,,1998-08-02,CINCINNAT  1 Jun 1990 190127     Birth     ANTONIO        styani | TORONTO   23 May 1991 26473      Transfer | PETERSBOR  6 Dec 1995    184     Transfer | TORONTO    1 Aug 1998 26473      Transfer | 2 Aug 1998 26473      Transfer | 2 Aug 1998            Death | [Death by: Euthanasia (medical)   Unknown   Unknown (after necropsy)]
9093,M,4 Jun 1990,8635,8702,styani,,2000-06-27,"CINCINNAT    4 Jun 1990 190129    Birth      QUASIMOTO,   styani | 4 Jun 1990 190129    Transfer | BATTLE CR   28 Nov 1995 96M01     Transfer | 27 Jun 2000           Death | [Death by: Unknown means]"
9094,F,4 Jun 1990,8635,8702,styani,,2008-09-28,CINCINNAT      4 Jun 1990 190130     Birth      Sweet Pea         styani | TORONTO       23 May 1991 26474      Transfer | PETERSBOR      6 Dec 1995    185     Transfer | TORONTO       24 Aug 1998 26474      Transfer | 28 Sep 2008            Death | [Death by: Unknown means]
9009,M,8 Jun 1990,8731,8864,fulgens,,1990-10-02,BARCELONA      8 Jun 1990   2520     Birth                        fulgens | 2 Oct 1990            Death | [Death by: Unknown means]
9010,M,8 Jun 1990,8731,8864,fulgens,,1990-10-05,BARCELONA      8 Jun 1990   2521     Birth                        fulgens | 5 Oct 1990            Death | [Death by: Unknown means]
9017,F,10 Jun 1990,8311,8115,fulgens,,1997-05-24,ANTWERP 10 Jun 1990 M9050      Birth     ROXANNE                  fulgens | FOTA    30 Apr 1996   1196     Transfer | 24 May 1997            Death | [Death by: Environ/Behav conditions   Unknown   Necropsy planned later]
9005,M,12 Jun 1990,8730,8715,fulgens,,2003-12-11,MADRID Z      12 Jun 1990   PR22     Birth      KOSI              fulgens | LA FRONTI     28 May 1991    PR1     Transfer | HUNBSTRND     16 Jan 1993 930001     Transfer | 11 Dec 2003            Death | [Death by: Unknown means]
9006,M,12 Jun 1990,8730,8715,fulgens,,1991-05-14,MADRID Z      12 Jun 1990   PR23     Birth     SETI               fulgens | 14 May 1991            Death | [Death by: Other/Unknown         Unknown   Generalized   Unknown after necropsy]
9037,M,12 Jun 1990,8119,8103,fulgens,,2002-03-25,ESKILSTUN  12 Jun 1990 ______     Birth     LASSE                 fulgens | HELSINKI   18 Jun 1991 910091     Transfer | 25 Mar 2002            Death | [Death by: Euthanasia (medical)         Given to an institution:    Generalized   Unknown after necropsy]
9038,F,12 Jun 1990,8119,8103,,,2002-08-06,ESKILSTUN | 12 Jun 1990     85     Birth     EDNA                     fulgens | JUNSELE  1 May 1994 ______     Transfer | ESKILSTUN | 17 Jan 1995     85     Transfer | 6 Aug 2002            Death | [Death by: Euthanasia (medical)   Unknown   Unknown (after necropsy)]
9035,F,15 Jun 1990,8717,8632,fulgens,FWP,1991-09-27,BELFAST       15 Jun 1990    461     Birth      FWP 1 AINE            fulgens | FOTA          22 Mar 1991    432     Transfer | 27 Sep 1991            Death | [Death by: Unknown means]
9036,F,15 Jun 1990,8717,8632,fulgens,FWP,1993-09-18,BELFAST       15 Jun 1990    462     Birth      FWP 2 GRAI            fulgens | FOTA          22 Mar 1991    434     Transfer | 18 Sep 1993            Death | [Death by: Unknown means]
9003,F,16 Jun 1990,8730,8503,fulgens,,1999-10-24,MADRID Z      16 Jun 1990   PR19     Birth      HIMALAYA              fulgens | BUSSOLENG     30 Mar 1992 AFF002     Transfer | 24 Oct 1999            Death | [Death by: Unknown means]
9004,F,16 Jun 1990,8730,8503,fulgens,,2001-06-29,MADRID Z      16 Jun 1990   PR20     Birth     NEPAL                  fulgens | LA FRONTI     28 May 1991    PR2     Transfer | MADRID Z       1 Feb 1996   PR20     Transfer | 29 Jun 2001            Death | [Death by: Other/Unknown       Unknown   Generalized   Unknown after necropsy]
9015,M,18 Jun 1990,8865,8824,fulgens,,1997-06-02,KOLN          18 Jun 1990   1215     Birth      CHANG                 fulgens | FOTA          29 Aug 1991    433     Transfer | BELFAST       19 Nov 1993    795     Transfer | FOTA           2 Mar 1994    433     Transfer | 2 Jun 1997            Death | [Death by: Other/Unknown       Unknown   Necropsy planned later]
9016,F,18 Jun 1990,8865,8824,fulgens,,2005-05-19,KOLN          18 Jun 1990   1216     Birth      CLEOPATRA             fulgens | DORTMUND      10 Feb 1992 057017     Transfer | PRETORIA       8 Oct 1996 905706     Transfer | 19 May 2005            Death | [Death by: Unknown means]
9049,M,18 Jun 1990,8734,8735,styani,RYURYU,1999-05-23,TOKYOTAMA     18 Jun 1990    212     Birth     RYURYU    JAZGA 125C   styani | 23 May 1999            Death | [Death by: Other/Unknown       Given to an institution:    Digestive   Bacterial]
9033,?,19 Jun 1990,8001,8411,fulgens,,1990-06-22,WHIPSNADE 19 Jun 1990 L1172     Birth                                 fulgens | 22 Jun 1990           Death | [Death by: Environ/Behav conditions   Unknown  No necropsy planned]
9034,?,19 Jun 1990,8001,8411,fulgens,,1990-06-22,WHIPSNADE 19 Jun 1990 L1173     Birth                                 fulgens | 22 Jun 1990           Death | [Death by: Environ/Behav conditions   Unknown  No necropsy planned]
9045,F,20 Jun 1990,8615,8603,fulgens,,2003-07-02,ROTTERDAM 20 Jun 1990 104012      Birth     JUMLA                     fulgens | ANTWERP   14 Nov 1991 M9269       Transfer | PLANCKNDL 30 Mar 1992 005007      Transfer | ROTTERDAM 18 Sep 1992 104012      Transfer | RHENEN    17 Nov 1992   M550      Transfer | 31 Dec 1996   M550      Transfer | 2 Jul 2003             Death | [Death by: Euthanasia (medical)   Incinerate    Unknown (after necropsy)]
9047,F,20 Jun 1990,8615,8603,fulgens,,2000-05-08,ROTTERDAM   20 Jun 1990 104013    Birth      SOLON                    fulgens | AUGSBURG     1 Nov 1991 91308     Transfer | 8 May 2000           Death | [Death by: Unknown means]
9024,F,21 Jun 1990,8101,8310,fulgens,,1990-07-09,DENVER      21 Jun 1990   12256   Birth      MARJORIE                 fulgens | 9 Jul 1990           Death | [Death by: Unknown means]
9025,M,21 Jun 1990,8101,8310,fulgens,,1990-06-25,DENVER      21 Jun 1990   12257   Birth                               fulgens | 25 Jun 1990           Death | [Death by: Unknown means]
9050,F,21 Jun 1990,8935,8936,styani,JAZGA,1999-06-03,ITOZU       21 Jun 1990 ______    Birth                  JAZGA 136C   styani | TOKUSHIMZ   23 Jul 1998 ______    Transfer | 3 Jun 1999           Death | [Death by: Unknown means]
9051,?,21 Jun 1990,8935,8936,styani,JAZGA,1990-07-01,ITOZU       21 Jun 1990 ______    Birth                  JAZGA 127C   styani | 1 Jul 1990           Death | [Death by: Unknown means]
9041,F,22 Jun 1990,8701,8621,styani,,1990-12-12,CINCINNAT   22 Jun 1990 190142    Birth                               styani | COLUMBUS     1 Sep 1990 ______    Transfer | 12 Dec 1990           Death | [Death by: Unknown means]
9042,F,22 Jun 1990,8701,8621,styani,,1995-01-02,CINCINNAT   22 Jun 1990 190145    Birth      MARGO                    styani | COLUMBUS       1 Mar 1991 902063     Transfer | CINCINNAT     29 Jun 1991 190145     Transfer | NASHV ZOO      9 Dec 1993 940049     Transfer | 2 Jan 1995            Death | [Death by: Unknown means]
9043,F,22 Jun 1990,8701,8621,styani,,2002-10-03,CINCINNAT     22 Jun 1990 190143     Birth      Yan               styani | SANDIEGOZ      2 May 1991 591250     Transfer | OKLAHOMA       7 Dec 2001 769208     Transfer | 3 Oct 2002            Death | [Death by: Unknown means]
9044,F,22 Jun 1990,8701,8621,styani,,1997-03-11,CINCINNAT     22 Jun 1990 190144      Birth     FUHAI             styani | COLUMBUS       1 Mar 1991 902064      Transfer | FT WAYNE      11 Feb 1997 94938       Transfer | 11 Mar 1997             Death | [Death by: Other/Unknown        Incinerate    Generalized   Unknown after necropsy]
9046,M,22 Jun 1990,8613,8721,fulgens,,2004-01-28,ROTTERDAM     22 Jun 1990 104015     Birth      F61/5 PEPE        fulgens | FONTAINE      13 Mar 1992 77AF5      Transfer | BANHAM        28 Mar 1996   3785     Transfer | PAIGNTON       2 Oct 1996   1338     Transfer | 28 Jan 2004            Death | [Death by: Unknown means]
9048,M,22 Jun 1990,8613,8721,fulgens,,1997-11-25,ROTTERDAM  22 Jun 1990 104016     Birth     KURTCHEN              fulgens | HANNOVER   17 Dec 1992   V460     Transfer | 1 Jan 1997   V460     Transfer | 25 Nov 1997            Death | [Death by: Malicious destruction        Given to an institution:    Generalized   Metabolism]
9076,M,22 Jun 1990,8508,8512,fulgens,,2004-06-11,PORTLAND 22 Jun 1990 90060      Birth     BOB                     fulgens | KNOXVILLE18 Oct 1990   1405     Transfer | NASHV ZOO12 Dec 1995 940473     Transfer | KNOXVILLE21 Nov 1997   1405     Transfer | ERIE     10 Jan 2001   1156     Transfer | OR WILDLF 9 Oct 2002 90806      Transfer | OAKHILL  11 Dec 2003 239036     Transfer | 11 Jun 2004            Death | [Death by: Anesth/Restraint assoc   Bury   Unknown (after necropsy)]
9032,F,23 Jun 1990,7514,8809,fulgens,,2004-10-27,MILL MOUN     23 Jun 1990   0270     Birth      CHRISTMAS         fulgens | MANHATTAN    6 Jun 1991 060691   Transfer | 1 Jan 2000 060691   Transfer | 27 Oct 2004          Death | [Death by: Unknown means]
9052,M,25 Jun 1990,8639,8640,styani,JAZGA,2005-08-16,ICHIKAWA    25 Jun 1990 ______   Birth                  JAZGA 128C   styani | NAGANO      17 Oct 1991 ______   Transfer | 16 Aug 2005          Death | [Death by: Unknown means]
9053,F,25 Jun 1990,8639,8640,styani,JAZGA,1998-07-06,ICHIKAWA    25 Jun 1990 ______   Birth                  JAZGA 139C   styani | 6 Jul 1998          Death | [Death by: Unknown means]
9054,M,26 Jun 1990,8319,8626,styani,JAZGA,2007-10-25,KOBE PARK   26 Jun 1990 ______   Birth                  JAZGA 130C   styani | HIMEJI      19 Feb 1992 ______   Transfer | 25 Oct 2007          Death | [Death by: Unknown means]
9055,M,26 Jun 1990,8319,8626,styani,JAZGA,1999-03-27,KOBE PARK   26 Jun 1990 ______   Birth                  JAZGA 131C   styani | KUSHIRO Z   28 May 1991 ______   Transfer | 27 Mar 1999          Death | [Death by: Unknown means]
9056,F,29 Jun 1990,8752,8714,styani,HANA,2005-11-10,SABAE       29 Jun 1990 ______   Birth      HANA        JAZGA 132C   styani | AKITA        7 Apr 1997 ______   Transfer | 10 Nov 2005          Death | [Death by: Unknown means]
9019,M,30 Jun 1990,8109,8313,fulgens,,2002-01-07,ST LOUIS  30 Jun 1990 090063     Birth     OTTO SUCHT                fulgens | DORTMUND   6 Feb 1992 057016     Transfer | 30 Nov 1995 057016     Transfer | ESKILSTUN   2 Oct 1996    891     Transfer | 7 Jan 2002            Death | [Death by: Euthanasia (medical)   Unknown   Unknown (after necropsy)]
9013,F,1 Jul 1990,8617,8515,fulgens,,2004-07-15,NY BRONX   1 Jul 1990 901323     Birth     PUMPKIN                   fulgens | 15 Jul 2004            Death | [Death by: Euthanasia (medical)   Unknown   Necropsy planned later]
9014,M,1 Jul 1990,8617,8515,fulgens,,1991-02-03,NY BRONX     1 Jul 1990 901324   Birth                               fulgens | 3 Feb 1991          Death | [Death by: Other/Unknown        Unknown    No necropsy planned        Unknown after necropsy]
9283,M,~ 1990,WILD,WILD,styani,SEN-SEN,2000-10-20,CHINA            ????       NONE       Capture   SEN-SEN   JAZGA 209C    styani | YUKI          14 Oct 1992 ______       Transfer | 20 Oct 2000              Death | [Death by: Other/Unknown         Unknown   Respiratory     Unknown after necropsy]
9284,F,~ 1990,WILD,WILD,styani,KEI-KEI,1998-02-17,CHINA            ????       NONE       Capture    KEI-KEI   JAZGA 210C   styani | YUKI          14 Oct 1992 ______       Transfer | 17 Feb 1998              Death | [Death by: Unknown means]
92129,M,~ 1990,WILD,WILD,styani,,1996-11-20,CHINA            ????       NONE       Capture                           styani | NOVOSIBRK          ~ 1992 ______       Transfer | 20 Nov 1996              Death | [Death by: Unknown means]
92130,F,~ 1990,WILD,WILD,styani,,,CHINA            ????         NONE     Capture                           styani | NOVOSIBRK      1 Jul 1992     NONE ltf Transfer
9027,F,2 Jul 1990,8712,8726,fulgens,,1990-09-29,KNOXVILLE      2 Jul 1990   1389     Birth     Hsiang                    fulgens | 29 Sep 1990            Death | [Death by: Other/Unknown         Given to an institution:    Unknown (after necropsy)]
9074,M,2 Jul 1990,8410,8606,fulgens,,1990-11-15,HELSINKI 2 Jul 1990 900145     Birth                                     fulgens | 15 Nov 1990            Death | [Death by: Injury from predator   Unknown   No necropsy planned]
9075,F,2 Jul 1990,8410,8606,fulgens,,2001-07-30,HELSINKI       2 Jul 1990 900146       Birth      HELGA     FF/HE/90/75 fulgens | BERLIN TP     28 Jun 1995 M00210       Transfer | 30 Jul 2001              Death | [Death by: Unknown means]
9026,M,3 Jul 1990,8203,8820,fulgens,,1990-09-17,DENVER         3 Jul 1990    12276     Birth      MARIO                  fulgens | 17 Sep 1990              Death | [Death by: Unknown means]
9059,M,6 Jul 1990,8713,8753,styani,JAZGA,2007-08-17,NAGANO         6 Jul 1990 ______       Birth                JAZGA 135C   styani | ICHIKAWA      18 Oct 1991 ______       Transfer | 17 Aug 2007              Death | [Death by: Unknown means]
9077,F,6 Jul 1990,8415,8612,fulgens,,1991-02-18,OMAHA    6 Jul 1990         5694     Birth                                fulgens | 18 Feb 1991                  Death | [Death by: Infection associated   Unknown         No necropsy planned]
9078,F,6 Jul 1990,8415,8612,fulgens,,2008-08-15,OMAHA          6 Jul 1990   5696      Birth      SHAMBHALA                fulgens | RIO GRAND     10 Oct 1991 M91065      Transfer | 15 Aug 2008             Death | [Death by: Unknown means]
9089,M,6 Jul 1990,8415,8612,fulgens,,1995-06-24,OMAHA          6 Jul 1990   5695     Birth                                fulgens | LINCOLN C     20 Nov 1991    790     Transfer | 24 Jun 1995            Death | [Death by: Other/Unknown         Unknown   Necropsy planned later]
9060,M,7 Jul 1990,8749,8751,styani,JAZGA,1997-07-02,HIROSHIMA      7 Jul 1990 ______      Birth                  JAZGA 136C   styani | 2 Jul 1997             Death | [Death by: Unknown means]
9079,?,7 Jul 1990,8804,8318UTICA,fulgens,,1990-07-08,7 Jul 1990 190039      Birth                               fulgens | DALLAS            8 Jul 1990             Death | [Death by: Unknown means]
9086,M,7 Jul 1990,8633,8803,fulgens,,2007-06-28,NZP-CRC        7 Jul 1990 109683      Birth      HEROLD                   fulgens | MILL MOUN     26 May 1992   0309      Transfer | 6 Feb 1996   0309      Transfer | KNOXVILLE     16 Oct 1998   1848      Transfer | MILL MOUN     18 Jan 1999   0309      Transfer | KNOXVILLE     15 Nov 2001   1848      Transfer | SACRAMNTO      8 May 2003 101065      Transfer | 28 Jun 2007             Death | [Death by: Unknown means]
9087,F,7 Jul 1990,8633,8803,fulgens,,1998-09-26,NZP-CRC        7 Jul 1990 109684      Birth      MAUDE                    fulgens | PHILADELP     19 Nov 1992 102668      Transfer | 26 Sep 1998             Death | [Death by: Other/Unknown         Incinerate    Digestive   Bacterial]
9080,F,8 Jul 1990,8419,8802,fulgens,,1990-07-18,BUFFALO     8 Jul 1990 90M150     Birth                                   fulgens | 18 Jul 1990            Death | [Death by: Other/Unknown        Unknown    Necropsy planned later   Unknown after necropsy]
9081,M,8 Jul 1990,8419,8802,fulgens,,1990-07-17,BUFFALO        8 Jul 1990 90M151      Birth                               fulgens | 17 Jul 1990               Death | [Death by: Other/Unknown        Unknown    Necropsy planned later      Unknown after necropsy]
9088,?,9 Jul 1990,8012,8014,fulgens,,1990-07-12,NZP-WASH       9 Jul 1990 109699     Birth                             fulgens | 12 Jul 1990            Death | [Death by: Unknown means]
9011,F,11 Jul 1990,8204,8322,fulgens,,1990-07-14,LEIPZIG       11 Jul 1990 M04744     Birth                             fulgens | 14 Jul 1990            Death | [Death by: Unknown means]
9012,F,11 Jul 1990,8204,8322,fulgens,,2000-07-05,LEIPZIG       11 Jul 1990 M04743     Birth      LEILIN                 fulgens | BERLINZOO     31 Jan 1991 910030     Transfer | 5 Jul 2000            Death | [Death by: Unknown means]
9061,M,14 Jul 1990,8856,8857,styani,JAZGA,2002-11-17,TOKUYAMA      14 Jul 1990 ______     Birth                JAZGA 137C   styani | MISAKI        15 Feb 1995 ______     Transfer | 17 Nov 2002            Death | [Death by: Other/Unknown         Unknown   Generalized   Toxicity]
